#名前,職,index,タイプ,名称,系統,条件,サブ条件,条件備考,効果,サブ効果,効果備考,対象,サブ対象,対象備考,備考,武器名
,,,,,buff_jobs,wave_start,,,acrup_m,,,job_k,,,,
,,,,,mana,battle_start,,,mana_charge,mana_fk,,resource,,,,
,,,p,,buff_group,any,,,adsup,,,group_others,,,,
,,,c,魔法適正「光・闇」,buff_self,any,,,adup,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
フィーロ,F,444,1,王位継承のアホ毛,buff_self,any,boost_on_enemy_area,,adsrup,,,self,,,,
,,,,,buff_self,after_move,,,ascup_m,,,self,,,,
,,,2,尚文が育てたフィロリアル,heal,wave_start,,,heal_all,,,all,,,,
,,,,,cure_debuff,wave_start,,,cure_poison,,,all,,,,
,,,,,cure_debuff,wave_start,,,cure_weaken,,,all,,,,
,,,,,cure_debuff,wave_start,,,cure_slow,,,all,,,,
,,,,,buff_all,wave_start,,,arup_m,,,all,,,,
,,,,,buff_jobs,wave_start,,,acrup_m,,,job_k,,,,
,,,,,mana,wave_start,,,composite,mana_fk,,resource,,,,
,,,p,,buff_group,any,,,adsup,,,group_others,,,,
,,,c,旺盛な食欲,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,mana,battle_start,with_k,,mana_charge,mana_k,,resource,,,,
グラス,F,445,1,美しき扇使い,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,buff_self,has_mana,,,adsup,,,self,,,,
,,,,,buff_self,has_mana,mana_f,,adscrup,,,self,,,,
,,,2,強者の余裕,buff_self,in_attacking,,,aup_m,,,self,,,,
,,,,,buff_all,boss_wave,,,acup,,,all,boost_for_self,,,
,,,p,,buff_jobs,any,,,adsup,,,job_f,,,,
,,,c,武人気質,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
ラルクベルク,F,446,1,頼もしき鎌使い,buff_self,in_front,,,adsup,,,self,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,buff_self,dropout_self,,,aup,,,self,,,,
,,,,,mana,dropout_self,,,mana_drop,mana_f,,resource,,,,
,,,2,憎めない性格,resource,battle_end,,,expup,,,resource,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,,,buff_group,any,,,adup,,,group_others,,,,
,,,,,add_debuff,attack,,,slow,,,enemy,,,,
,,,c,レベル上げの旅,resource,battle_end,,,expup,,,resource,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
リーシア,F,447,1,一途な想い,buff_self,hp_upto,,50%以上,acup,,,self,,,,
,,,,,buff_self,hp_upto,,25%以上,adsup,,,self,,,,
,,,2,幸薄少女,buff_all,in_sub,,,adsup,,,all,,,,
,,,,,buff_all,from_sub,,,adsup_m,,,all,boost_for_self,,,
,,,,,buff_self,from_sub,,,skill_once,,,self,,,,
,,,c,器用貧乏で万能な才能,buff_all,in_sub,,,adup,,,all,,,,
,,,,,,,,,,,,,,,,
# ユリアナ伝,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ユリアナ,K,220,1,聖王国のおてんば姫,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,any,,,adsup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,buff_self,after_move,,,adup_m,,,self,,,,
,,,2,聖王女の覚醒,buff_self,in_awakening,,,ascup,,,self,,,,
,,,,,buff_self,in_awakening,,,delayoff,,,self,,,,
,,,,,buff_weapons,any,,,aup,,,weapon_slpibl,,,,
,,,,,heal,any,,,heal_cycle,,,weapon_slpibl,,,,
,,,p,,buff_group,any,,,adsup,,,group_holytown,,,,
,,,c,おてんば姫の成長,buff_self,any,,,adup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,buff_group,any,,,aup,,,group_holytown,,,,
アインスロット,K,221,1,聖王国の若き聖騎士,buff_self,any,,,adscup,,,self,,,,
,,,,,buff_self,with_holytown,,2名以上で効果上昇,adup,,,self,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,mana,dropout_self,,,mana_drop,mana_k,,resource,,,,
,,,2,十七聖騎士団総帥の覚醒,buff_self,in_awakening,,,acrup,,,self,,,,
,,,,,buff_self,in_awakening,,,delayoff,,,self,,,,
,,,,,buff_weapons,any,,,acup,,,weapon_slpibl,,,,
,,,p,,buff_group,any,,,adup,,,group_holytown,,,,
,,,,,buff_group,any,,,add_down,,,group_holytown,,,,
,,,c,若き聖騎士の成長,buff_self,any,,,adcup,,,self,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
ルイーゼ,K,222,1,おてんば姫の見習いメイド,buff_all,in_sub,,,adup,,,all,boost_for_union,聖都,,
,,,,,heal,in_sub,,,heal_cycle,,,all,boost_for_union,聖都,,
,,,,,buff_all,battle_start,in_sub,,hp_excess,,,all,,,,
,,,2,影武者の覚醒,buff_self,from_sub,,,adsup_m,,,self,,,,
,,,,,buff_self,from_sub,,,skill_once,,,self,,,,
,,,,,heal,any_skill,,,heal_all,,,all,,,,
,,,p,,buff_group,any,,,adup,,,group_holytown,,,,
,,,c,見習いメイドの成長,buff_all,in_sub,,,adup,,,all,,,,
,,,,,heal,in_sub,,,heal_cycle,,,hp_worst,,,,
,,,,,,,,,,,,,,,,
# レジェンドフェス（6/29）,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ウェイン,K,223,1,絆の英雄・聖域,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_group,battle_start,in_main,,hp_excess,,,group_holytown,,,,
,,,,,buff_group,hp_excess,,,adup,,,group_holytown,,,,
,,,2,掲げるは忠誠の盾,buff_self,any,,,adscup,,,self,,,,
,,,,,buff_self,hp_upto,,,adscrup,,,self,,,,
,,,,,buff_self,guard,,,adsup_m,,,self,,,,
,,,,,buff_self,counter,,,adsup_m,,,self,,,,
,,,,,counter,any,with_span,,counterattack_contact,,,enemy,,,,
,,,p,,buff_group,any,,,adsup,,,group_holytown,,,,
,,,c,守護者の聖域,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,battle_start,in_main,,hp_excess,,,self,,,,
アリシア,A,225,1,アリシアとアシリア,buff_self,any,,,twin_shoot,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,buff_self,any,,,bullet_speedup,,,self,,,,
,,,,,add_debuff,shoot,,,blind,,,enemy,,,,
,,,,,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,add_debuff,combat,,,slow,,,enemy,,,,
,,,,,buff_self,with_enemy_debuff,,,adup,,,self,,,,
,,,,,heal,with_enemy_debuff,,,heal_cycle,,,self,,,,
,,,2,唯一無二の存在,buff_self,in_combo,,,adsup_m,,,self,,,,
,,,,,buff_self,in_enemy_area,,,adcup,,,self,,,,
,,,,,buff_self,in_base_area,,,adup,,,self,,,,
,,,,,heal,in_base_area,,,heal_cycle,,,self,,,,
,,,p,,buff_jobs,any,,,adup,,,job_a,,,,
,,,c,二重人格,in_debuff,in_poison,,,aup,,,self,,,,
,,,,,in_debuff,in_slow,,,aup,,,self,,,,
,,,,,in_debuff,in_blind,,,aup,,,self,,,,
,,,,,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# シルヴァ伝,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
シルヴァ,F,448,1,強さへの熱意,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,any,,,adsup,,,self,,,,
,,,,,against_debuff,any,,,guard_push,,,self,,,,
,,,,,buff_self,in_enemy_area,,,adup,,,self,,,,
,,,,,heal,in_enemy_area,,,heal_cycle,,,self,,,,
,,,2,戦士の覚醒,buff_self,in_awakening,,,adscup,,,self,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,mana,dropout_self,,,mana_drop,mana_f,,resource,,,,
,,,p,,buff_jobs,any,,,adcup,,,job_f,,,,
,,,c,不屈の闘志,buff_self,any,,,adup,,,self,,,,
,,,,,heal,any,,,heal_cycle,,,self,,,,
,,,,,against_debuff,any,,,guard_push,,,self,,,,
アンジェリカ,F,449,1,死の担い手,buff_self,any,,,cup,,,self,,,,
,,,,,add_debuff,critical,,,poison,,,enemy,,,,
,,,,,add_debuff,critical,,,blind,,,enemy,,,,
,,,,,buff_self,any,boost_on_debuff_enemy,,adsup,,,self,,,,
,,,2,暗殺者の覚醒,buff_self,in_awakening,,,adcrup,,,self,,,,
,,,,,buff_self,in_move,,,invisible,,,self,,,,
,,,,,heal,kill,,,heal_all,,,all,,,,
,,,p,,buff_self,with_f,,,adsup,,,self,,,,
,,,c,一撃の刃,buff_self,any,,,cup,,,self,,,,
,,,,,add_debuff,critical,,,poison,,,enemy,,,,
,,,,,add_debuff,critical,,,blind,,,enemy,,,,
,,,,,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
ラティ,P,133,1,治癒者の覚醒,buff_self,in_awakening,,,dsup,,,self,,,,
,,,,,buff_self,in_awakening,,,healup,,,self,,,,
,,,,,buff_area,heal_action,,,adup_m,,,heal_area_member,,,,
,,,2,ヒーラーとしての使命,mana,wave_start,,,composite,mana_fp,,resource,,,,
,,,,,mana,wave_start,,,slot_slow,,,resource,,,,
,,,,,buff_group,any,,,adsup,,,group_guildtown,,,,
,,,p,,buff_self,with_f,,,healareaup,,,self,,,,
,,,c,真心の治療,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_group,any,,,aup,,,group_guildtown,,,,
,,,,,,,,,,,,,,,,
# アリーチェ編11章,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
デルフィーナ,M,299,1,少女と仔竜の決意,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_self,any,,,heal_action,,,self,,,,
,,,,,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,any,,,healup,,,self,,,,
,,,,,buff_self,any,,,areashift,,,self,,,,
,,,,,buff_area,heal_action,,,dup_m,,,heal_area_member,,,,
,,,2,防御の魔法,buff_all,others_skill,,,dup_m,,,all,,,,
,,,,,heal,others_skill,,,heal_all,,,all,,,,
,,,,,buff_all,own_skill,,,aup_m,,,all,,,,
,,,,,counter,any,with_span,,reflect_arrow_pierce,,,enemy,,,,
,,,p,,buff_group,any,,,adup,,,group_academy,,,,
,,,c,癒しの翼,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,heal,wave_start,,,heal_all,,,all,,,,
,,,g1,潜在能力解放,buff_self,any,,,healup,,,self,,,,
,,,,,buff_self,any,,,aup,,,self,,,,
,,,g2,英雄の絆・白翼,buff_group,any,,,acup,,,group_academy,,,,
コットン,M,300,1,仔竜と少女の絆,buff_self,any,,,ascup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,in_combo,,,adup_m,,,self,,,,
,,,,,buff_one,in_combo,,,adup_m,,,owner,,,,
,,,,,,,,,,,,,,,,
# 6周年記念レジェンドフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
チヨメ,F,450,1,覇王の忠臣,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,in_move,,,invisible,,,self,,,,
,,,,,buff_all,kill,,,aup_m,,,all,,,,
,,,,,heal,kill,,,heal_all,,,all,,,,
,,,,,buff_all,any_skill,boost_on_self,,super_gauge_gain,,,all,,,,
,,,2,忍びの秘伝,field,in_night,,,adscup,,,self,,,,
,,,,,field,in_night,,,adcup,,,all,,,,
,,,,,mana,kill,boost_on_sp_attack,フィールドが夜間だと効果上昇,mana_drop,,,resource,,,,
,,,p,,buff_self,with_f,,,adrup,,,self,,,,
,,,c,忍びの奥義,buff_self,any,,,rup,,,self,,,,
,,,,,field,in_night,,,adup,,,self,,,,
メルティオール,M,301,1,絆の英雄・力,mana,battle_start,,,mana_charge,compressed_mana_m,,resource,,,,
,,,,,buff_self,any,,,adsup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,waiting_charge,,,blast_attack,,,self,,,,
,,,,,add_debuff,blast_attack,,,shield_break,,,enemy,,,,
,,,2,至りし消滅の力,buff_all,super_gauge_max,,,acrup_m,,,all,,,,
,,,,,buff_self,mana_lost,,,aup,,,self,,,,
,,,,,buff_self,mana_empty,,,skill_once,,,self,,,,
,,,,,buff_self,with_m,,,adcup,,1名以上,self,,,,
,,,,,buff_self,with_m,,,adcrup,,2名以上,self,,,,
,,,p,,buff_group,any,,,adsup,,,group_academy,,,,
,,,c,力の追及,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,attack,,,aup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,,,,,,,,,,,,
黒騎士,K,224,1,終わりなき終焉,buff_self,kill,,,aup,,,self,,,,
,,,,,heal,kill,,,heal_all,,,all,,,,
,,,,,buff_self,in_enemy_area,,敵陣の奥に行くほど効果上昇,adrup,,,self,,,,
,,,,,heal,wave_start,,,heal_self,,,self,,,,
,,,2,幻霊の騎士,buff_self,any,,,multi_gauge,,2本,self,,,,
,,,,,counter,any,with_span,,reflect_arrow,,,enemy,,,,
,,,,,buff_all,any_skill,boost_on_self,,aup,,,all,,,,
,,,p,,buff_self,any,,,adscup,,,self,,,,
,,,,,buff_all,targeted_self,,,adup,,,all,,,,
,,,c,黒の残滓,buff_self,targeted_self,,,aup,,,self,,,,
,,,,,heal,targeted_self,,,heal_cycle,,,self,,,,
エイレヌス,M,302,1,血塗られた世界,buff_self,shoot,,,aup,,,self,,,,
,,,,,element,attack,,,fire,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,in_pierce,,,aup,,,self,,,,
,,,,,buff_self,any,,,asup,,,self,,,,
,,,,,buff_self,in_combo,,,asup_m,,,self,,,,
,,,,,skillup,in_combo,,,skill_atkup,,,self,,,,
,,,,,heal,attack,,,absorb,,,group_demon,,,,
,,,2,増幅する黒の因子,mana,battle_start,,,mana_charge,,2個,resource,,,,
,,,,,buff_self,mana_charged,,,adcup,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_demon,,,,
,,,,,buff_self,with_demon,include_self,4名まで,adrup,,,self,,,,
,,,c,死神,buff_group,any,,,aup,,,group_demon,,,,
,,,,,,,,,,,,,,,,
# 魔神ファルゴース戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
クライン,F,451,1,懲役一億一千年,buff_self,any,,,adup,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
,,,,,buff_self,battle_start,in_main,,hp_excess,,,self,,,,
,,,,,buff_self,hp_excess,,,adup,,,self,,,,
,,,2,闘争の罪,buff_jobs,with_fk,include_self,3名以上,adsup,,,job_fk,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,mana,dropout_self,,,mana_drop,mana_f,,resource,,,,
,,,p,,buff_self,with_f,,,adsup,,,self,,,,
,,,c,一億一千年の鎖,heal,wave_start,,,heal_self,,,self,,,,
,,,,,buff_self,any,,,rup,,,self,,,,
プリェスト,F,452,1,罪と罰を受けぬ者,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,with_enemy_debuff,,,adsup,,,self,,,,
,,,,,add_debuff,attack,,,blind,,,enemy,,,,
,,,,,add_debuff,attack,,,slow,,,enemy,,,,
,,,,,add_debuff,add_blind,,,defspeeddown,,,enemy,,,,
,,,,,add_debuff,add_slow,,,defspeeddown,,,enemy,,,,
,,,2,法の逸脱者,buff_weapons,with_slblpu,include_self,3名以上,adrup,,,weapon_slblpu,,,,
,,,,,buff_self,wave_start,,,aup,,,self,,,,
,,,,,mana,wave_span,,2WAVEごとに2回,mana_drop,mana_f,,resource,,,,
,,,p,,buff_self,with_f,,,acrup,,,self,,,,
,,,c,仕込みナイフ,add_debuff,attack,,,blind,,,enemy,,,,
,,,,,add_debuff,attack,,,slow,,,enemy,,,,
ファルゴース,K,225,1,法の魔神,buff_self,any,boost_on_enemy_area,,adsup,,,self,,,,
,,,,,mana,kill_count,,10体/2回まで,mana_drop,mana_fk,,resource,,,,
,,,2,公正な判決文,buff_jobs,with_fk,include_self,3名以上,adcup,,,job_fk,,,,
,,,,,buff_all,wave_start,,,barrier,,,all,,,,
,,,,,buff_jobs,job_skill,job_fk,,adup_m,,,job_fk,,,,
,,,p,,buff_self,with_k,,,acrup,,,self,,,,
,,,c,裁判官バッジ,buff_self,any,,,adup,,,self,,,,
,,,,,buff_one,wave_start,,,aup_m,,,hp_worst,,,,
,,,,,,,,,,,,,,,,
# 渚の色彩乱舞！,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
シヴァーニ,F,453,1,夏色の大魔法使い,element,attack,,,ice,,,self,,,,
,,,,,buff_self,has_mana,,,adsup,,,self,,,,
,,,,,buff_self,has_mana,mana_fa,,adscup,,,self,,,,
,,,,,buff_self,mana_charged,,,adup,,,self,,,,
,,,2,透き通る神秘の魔力,buff_all,wave_start,,,arup_m,,,all,,,,
,,,,,heal,attack,,,absorb,,,all,,,,
,,,,,add_debuff,attack,boost_on_skill,,weak_element,ice,,enemy,,,,
,,,p,,buff_jobs,any,,,adup,,,job_f,,,,
,,,,,buff_group,any,,,arup,,,group_chronicle,,,,
,,,c,真夏の虹,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,guard_ice,,,self,,,,
ユリアナ,A,226,1,陽に煌めく王女,mana,wave_start,,,composite,mana_fa,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,buff_self,any,,,adscup,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,buff_self,any,,,single_shoot,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,2,聖王女の夏休み,buff_self,in_combo,,3回と6回の二段階,asup,,,self,,,,
,,,,,mana,kill,boost_on_skill,,mana_drop,,,resource,,,,
,,,p,,buff_jobs,any,,,acup,,,job_a,,,,
,,,,,buff_group,any,,,adup,,,group_holytown,,,,
,,,c,水着の聖王女,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
アリシア,A,227,1,渚のビーチキラー,buff_self,shoot,,,aup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,buff_self,attack,,,delayoff,,,self,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,,,buff_self,in_attacking,,,aup_m,,,self,,,,
,,,,,buff_all,kill,,,acup_m,,,all,,,,
,,,2,仲間との夏の海,buff_area,any,,,adup,,,enemy_area_member,,,,
,,,,,buff_area,any,,,acup,,,base_area_member,,,,
,,,,,buff_self,in_rear,,,adsrup,,,self,,,,
,,,p,,buff_self,with_a,,,acup,,,self,,,,
,,,c,サマートリガー,buff_group,any,,,aup,,,group_criminal,,,,
,,,,,add_debuff,shoot,,,slow,,,enemy,,,,
,,,,,,,,,,,,,,,,
# エシャル編11章,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
エシャル,F,454,1,笑顔の薔薇,counter,any,with_span,,counterattack,,,enemy,,,,
,,,,,add_debuff,counter,,,down,,,enemy,,,,
,,,,,buff_self,in_front,,,adup,,,self,,,,
,,,2,心に描くは輝く世界,buff_self,any,boost_on_enemy_area,,adscup,,,self,,,,
,,,,,buff_area,any,,,arup,,,enemy_area_member,,,,
,,,,,buff_area,any,,,acup,,,base_area_member,,,,
,,,p,,buff_group,any,,,adup,,,group_oasis,,,,
,,,c,輝きの薔薇,buff_self,any,,,adup,,,self,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,g1,夢を描く者,heroic,in_ptedit,,,heroic,,,resource,,,,
,,,,,buff_self,in_heroic,,,aup,,,self,,,,
,,,,,invincible,in_heroic,,,invincible,,,self,,,,
,,,,,buff_all,in_heroic,,,aup,gradually,,all,,,,
イザーク,F,455,1,イザーク海運社長,buff_self,any,boost_on_front,,adsup,,,self,,,,
,,,,,buff_self,with_oasis,,,adup,,,self,,,,
,,,,,heal,with_oasis,,,heal_cycle,,,self,,,,
,,,2,白銀の仮面,buff_self,waiting_charge,,,blast_attack,,,self,,,,
,,,,,mana,kill,,,mana_drop,,,resource,,,,
,,,,,buff_self,mana_empty,,,skill_once,,,self,,,,
,,,p,,buff_group,any,,,acup,,,group_oasis,,,,
,,,c,イザーク海運社訓,resource,battle_end,,,expup,,,resource,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,g1,潜在能力開放,buff_self,any,,,aup,,,self,,,,
,,,,,buff_self,any,,,maxhpup,,,self,,,,
,,,g2,英雄の絆・仮面,buff_group,any,,,adup,,,group_oasis,,,,
,,,,,,,,,,,,,,,,
# 2000万DL記念レジェンドフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
モアネット,F,456,1,絆の英雄・給仕,mana,battle_start,,,mana_charge,compressed_mana_f,,resource,,,,
,,,,,buff_all,any_skill,boost_on_self,,super_gauge_gain,,,all,,,,
,,,,,buff_all,super_gauge_max,,,acrup_m,,,all,,,,
,,,,,heal,super_gauge_max,,,heal_all,,,all,,,,
,,,2,絶対無敵の看板娘,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,any,,,double_critical,,,self,,,,
,,,,,buff_self,after_move,,,ascup_m,,,self,,,,
,,,,,buff_self,has_mana,,,adup,,,self,,,,
,,,,,buff_self,has_mana,mana_f,2個以上,adrup,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_guildtown,,,,
,,,,,buff_group,any,,,add_down,,,group_guildtown,,,,
,,,c,無敵の鉄拳,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,any,,,crup,,,self,,,,
カルネロ,A,228,1,鍛え抜かれた武芸,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,any,,,adsup,,,self,,,,
,,,,,buff_self,in_enemy_area,,,cup,,,self,,,,
,,,,,heal,in_base_area,,,heal_cycle,,,self,,,,
,,,,,counter,any,with_span,,counterattack,,,enemy,,,,
,,,2,守るべきもの,buff_self,with_many_forest,include_self,5名まで,arup,,,self,,,,
,,,,,heal,attack,,,absorb,,,all,boost_for_jobs,騎/弓,,
,,,,,buff_all,use_mana,,,enhance_chain,,,all,,,,
,,,p,,buff_group,any,,,adup,,,group_forest,,,,
,,,c,年代記の使徒,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
サーシャ,A,229,1,絆の英雄・舞姫,mana,battle_start,,,mana_charge,compressed_mana_a,,resource,,,,
,,,,,buff_self,in_rear,,3名まで,acrup,,,self,,,,
,,,,,buff_all,super_gauge_max,,,adsup_m,,,all,,,,
,,,,,heal,super_gauge_max,,,heal_all,,,all,,,,
,,,2,オアシスの星,buff_self,any,boost_on_debuff_enemy,,adsup,,,self,,,,
,,,,,heal,any,boost_on_debuff_enemy,,heal_cycle,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,add_debuff,shoot,,,poison,,,enemy,,,,
,,,,,add_debuff,shoot,,,blind,,,enemy,,,,
,,,,,add_debuff,shoot,,,slow,,,enemy,,,,
,,,,,add_debuff,shoot,boost_on_add_debuff,,atkdefdown,,,enemy,,,,
,,,p,,buff_group,any,,,adup,,,group_oasis,,,,
,,,,,buff_group,any,,,add_poison,,,group_oasis,,,,
,,,c,流星の輝き,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,add_debuff,shoot,,,poison,,,enemy,,,,
,,,,,add_debuff,shoot,,,blind,,,enemy,,,,
,,,,,add_debuff,shoot,,,slow,,,enemy,,,,
エフィメラ,M,303,1,秀逸な戦闘技術,buff_self,any,,,adsup,,,self,,,,
,,,,,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,in_enemy_area,,敵陣の奥に行くほど効果上昇,acrup,,,self,,,,
,,,,,counter,any,with_span,,counterattack,,,enemy,,,,
,,,,,add_debuff,counter,,,shield_break,,,enemy,,,,
,,,,,add_debuff,counter,,,down,,,enemy,,,,
,,,2,荒れ狂う鮮烈,buff_self,after_move,,,dscup_m,,,self,,,,
,,,,,buff_self,critical,,,extra_attack,,,self,,,,
,,,p,,buff_group,any,,,adup,,,group_academy,,,,
,,,c,仲間思いの戦闘狂,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
,,,,,,,,,,,,,,,,
# 豪華客船、大狩猟ツアー！,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
フロガビトゥス,F,457,1,サマーファッション,buff_self,any,,,asup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,buff_self,after_move,,,adscup_m,,,self,,,,
,,,,,field,in_all_sea,,,acrup,,,self,,,,
,,,,,heal,in_field,,砂浜/船上/海中,heal_cycle,,,self,,,,
,,,2,真夏のコーディネイト,buff_weapons,any,,,adup,,,weapon_pugush,,,,
,,,,,buff_weapons,any,,,adrup,,,weapon_pu,,,,
,,,,,buff_all,wave_start,,,acup,,,all,,,,
,,,,,mana,wave_span,,3WAVEごと,mana_drop,mana_f,,resource,,,,
,,,p,,buff_self,with_others,,,adrup,,,self,,,,
,,,c,ファッションセンス・夏,field,in_all_sea,,,arup,,,self,,,,
ケーテ,A,230,1,セーラーソルジャー,buff_self,shoot,,,aup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,,,buff_self,hp_upto,,25%と50％の二段階,ascup,,,self,,,,
,,,,,field,in_all_sea,,,acrup,,,self,,,,
,,,,,field,in_all_sea,,,delayoff,,,self,,,,
,,,2,海戦乙女,buff_weapons,any,,,adup,,,weapon_pugush,,,,
,,,,,buff_weapons,any,,,adcup,,,weapon_gush,,,,
,,,,,mana,kill,boost_on_field,砂浜/船上/海中,mana_drop,,,resource,,,,
,,,p,,buff_self,with_others,,,adrup,,,self,,,,
,,,c,メーアカノーネ,field,in_all_sea,,,adup,,,self,,,,
ミシマ,F,458,1,豪華客船船長,buff_self,any,,,adup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,field,in_all_sea,,,adsup,,,self,,,,
,,,,,heal,in_field,,砂浜/船上/海中,heal_cycle,,,self,,,,
,,,,,field,in_all_sea,,,acrup,,,all,,,,
,,,2,船上の第十領主,add_debuff,attack,,クリティカルか必殺技で必ず発動,weak_element,ice,,enemy,,,,
,,,,,buff_self,critical,,,extra_attack,ice,,self,,,,
