#名前,職,index,キャラタイプ,リンクコード,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,Wiki名
シンブク,F,462,demon,,打釘截鉄ノ天魔,5,40,8,Bl,event,whirlpool,花澤 香菜,芳住和之,demon,unknown,20000,20000,30000,30000,
アシュリナ,F,463,first,F464,砂漠に舞う絆,5,20,4,Sl,event,festival,佐倉 綾音,ひと和,volunteers,Combination,8500,9500,10500,11500,砂漠に舞う絆アシュリナwithエシャル
エシャル,F,464,buddy,F463,（アシュリナのバディ）,5,0,0,Pu,event,festival,大橋 彩香,ひと和,volunteers,Buddy,7200,6800,9200,8800,砂漠に舞う絆アシュリナwithエシャル
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（10/30）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
コロパティロン,F,465,demon,,切り刻む牢獄の魔神,5,20,4,Sl,event,legend,小岩井 ことり,竜徹,demon,Demon,10500,8500,12500,10500,
タリビク,A,233,demon,,乱舞する魅惑の魔神,5,20,4,Ar,event,legend,洲崎 綾,ネム,demon,Demon,9000,6000,11000,8000,
,,,,,,,,,,,,,,,,,,,,
# 魔神ニティカ戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アダマス,K,226,third,,金剛石の騎士,5,18,4,Bl,event,festival,沢城 みゆき,Nardack,others,Knight,7450,7650,9450,9650,
オストラ,K,227,third,,万鈞不壊の甲殻,5,18,4,Pi,event,festival,高木 友梨香,武城にしき,forest,Guardian,7200,7800,9200,9800,
ニティカ,M,313,demon_newgene,,宝石の魔神,5,18,4,Ma,event,demon,内田 彩,Nardack,demon,Demon,8800,4400,10800,6400,
,,,,,,,,,,,,,,,,,,,,
# 2100万DL記念フェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ロレッタ,F,466,first,,真・破壊魔人,5,20,4,Bl,event,festival,小岩井 ことり,萩谷薫,guildtown,Warrior,8500,8500,10500,10500,
ユニ,M,314,first,,試作型刻印者,5,20,4,Sl,event,festival,小岩井 ことり,NPA,academy,RuneFencer,9500,7000,11500,9000,
,,,,,,,,,,,,,,,,,,,,
# 3部3周年,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
セレステ,F,467,third,,空色の祝祭,5,18,4,Pi,event,festival,川澄 綾子,ひと和,forest,Anniversary,7500,8000,9500,10000,
,,,,,,,,,,,,,,,,,,,,
# 3部3周年記念レジェンドフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
パメラス,K,228,first,,聖騎士団長“聖刻の示し手”,5,20,4,Sl,event,legend,内田 彩,卵の黄身,holytown,Paladin,7900,8500,9900,10500,
ディルマ,M,315,first,,連綿たる生命の賢者,5,20,4,Ma,event,legend,内田 真礼,HACCAN,academy,MasterSage,10000,6700,12000,8700,
,,,,,,,,,,,,,,,,,,,,
ドーリィ,A,234,first,,心づいた者,5,20,4,Sh,event,legend,今井 麻美,泉彩,criminal,Sniper,10150,6500,12150,8500,
アオイ,P,134,first,,火中の鬼巫女,5,20,4,He,event,legend,佐倉 綾音,Nardack,volcano,Priest,8500,5500,10500,7500,
,,,,,,,,,,,,,,,,,,,,
# クリスマス2019,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ルアンナ,K,229,first,,聖夜のシスター代行,5,20,4,Pi,event,festival,佐倉 綾音,サブロー,holytown,HolyNight,8000,7500,10000,9500,
フリージア,M,316,first,,聖夜の氷華,5,20,4,Pi,event,festival,小岩井 ことり,竜徹,academy,HolyNight,8400,6600,10400,8600,
ヴァネッサ,F,468,first,,聖夜の治癒術師？,5,24,4,Bl,event,score,佐倉 綾音,moc,guildtown,HolyNight,8300,7800,10300,9800,
,,,,,,,,,,,,,,,,,,,,
# アマツ編12章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
オウシン,F,469,third,,四緒手より鳳は翔ぶ,5,18,4,Sl,event,festival,花江 夏樹,黒葉.K,volcano,MasterFencer,7500,7500,9500,9500,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ九領編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シュザ,F,470,first,,グランドサーガ〈炎の九領〉,5,20,4,Sl,event,festival,緑川 光,黒葉.K,volcano,Grands,12000,12000,14000,14000,
,,,,,,,,,,,,,,,,,,,,
# ケ者のネンシマイリ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ガジジナ,F,471,first,,新春の総代,5,20,4,Bl,event,festival,大坪 由佳,村山竜大,beasts,NewYear,7750,8150,9750,10150,
グララオ,F,472,first,,新春の闘士,5,20,4,Bl,event,festival,杉田 智和,萩谷薫,beasts,NewYear,8150,7750,10150,9750,
ズィガガ,F,473,first,,虎牙族の族長,5,24,4,Pu,event,medal,銀河 万丈,黒葉.K,beasts,Grappler,9500,8500,11500,10500,
,,,,,,,,,,,,,,,,,,,,
# 魔神ゾファス戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ブラーナ,K,230,third,,煌腕の聖女,5,18,4,Pu,event,festival,井口 裕香,なまにくATK（ニトロプラス）,others,Saint,7700,7100,9700,9100,
クーリエ,K,231,third,,瀞槍の聖女,5,18,4,Pi,event,festival,柚木 涼香,なまにくATK（ニトロプラス）,others,Saint,7100,7700,9100,9700,
ゾファス,A,235,demon_newgene,,五芒星の魔神,5,18,4,Pu,event,demon,速水 奨,なまにくATK（ニトロプラス）,demon,Demon,8200,5500,10200,7500,
,,,,,,,,,,,,,,,,,,,,
# とある科学の超電磁砲Tコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
食蜂操祈,F,474,collaboration,,レベル5『心理掌握』,5,20,4,Pu,collaboration,railgun,浅倉 杏美,PROJECT-RAILGUN T,others,Student,7900,7700,9900,9700,
白井黒子,F,475,collaboration,,レベル4『空間移動』,5,20,4,Pu,collaboration,railgun,新井 里美,PROJECT-RAILGUN T,others,Student,8200,7400,10200,9400,
御坂美琴,A,236,collaboration,,レベル5『電撃使い』,5,20,4,Pu,collaboration,railgun,佐藤 利奈,PROJECT-RAILGUN T,others,Student,8500,5500,10500,7500,
御坂妹,A,237,collaboration,,量産型能力者計画の被検体,5,20,4,Gu,collaboration,railgun,ささき のぞみ,PROJECT-RAILGUN T,others,Student,8000,5000,10000,7000,
佐天涙子,F,476,collaboration,,レベル0『無能力者』,4,15,3,Bl,collaboration,railgun,伊藤 かな恵,PROJECT-RAILGUN T,others,Student,6200,5700,8000,7500,
初春飾利,P,135,collaboration,,レベル1『定温保存』,4,15,3,He,collaboration,railgun,豊崎 愛生,PROJECT-RAILGUN T,others,Student,5700,4200,7500,6000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（1/28）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アルミルス,A,238,demon,,絡め取る執着の魔神,5,20,4,Ar,event,legend,小岩井 ことり,煎茶,demon,Demon,10250,6400,12250,8400,
ローゼマリー,A,239,first,,脱力事務官,5,20,4,Gu,event,legend,洲崎 綾,烏羽雨,criminal,Secretary,8280,5440,10280,7440,
,,,,,,,,,,,,,,,,,,,,
# セレステ編12章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
セレステ,K,232,third,,司令統括機『そらいろのなみだ』,5,18,4,Pi,third,gunki,川澄 綾子,ひと和,forest,Automaton,8950,8250,,,
ナランハ,K,233,third,,黄昏の強襲機,5,18,4,Sl,event,festival,朴 ろ美,ひと和,forest,Automaton,8000,7500,10000,9500,
,,,,,,,,,,,,,,,,,,,,
# バレンタイン2020,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フーコ,F,477,first,,おいろけ忍者,5,20,4,Sl,event,festival,小岩井 ことり,Nardack,volcano,Shinobi,8750,7750,10750,9750,
ツル,M,317,first,,大躍進の小間使い,5,20,4,Ma,event,festival,佐倉 綾音,Nardack,volcano,Servant,8300,6300,10300,8300,
イイギリ,F,478,third,,透徹の硝子槍,5,18,4,Pi,event,score,能登 麻美子,文太,volcano,Samurai,7500,7000,9500,9000,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ精霊島編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
バリエナ,K,234,first,,グランドサーガ〈精霊島〉,5,20,4,Sl,event,festival,小岩井 ことり,タイキ,forest,Grands,11500,13000,13500,15000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス2/27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ハサン,F,479,first,,トップスター★吟遊詩人,5,20,4,Sl,event,legend,柳田 淳一,麦白子,oasis,Minstrel,7900,8300,9900,10300,
オルカ,K,235,first,,逆叉率いる三叉の戦姫,5,20,4,Pi,event,legend,井口 裕香,タイキ,forest,Knight,8750,9750,10750,11750,
,,,,,,,,,,,,,,,,,,,,
# エシャル編12章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シャディア,A,240,third,,満ち欠ける新月の歌,5,18,4,Ar,event,festival,沢城 みゆき,文太,oasis,Diva,7900,5000,9900,7000,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ湖都編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ムジカ,A,241,first,,グランドサーガ〈砂漠の湖都〉,5,20,4,Ar,event,festival,佐倉 綾音,麦白子,oasis,Grands,12500,8000,14500,10000,
,,,,,,,,,,,,,,,,,,,,
# うたわれるもの二人の白皇コラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
オシュトル,F,480,collaboration,,遺志を継ぐもの,5,20,4,Sl,collaboration,utaware_hakuoro,藤原 啓治,甘露樹,others,General,7500,7500,9500,9500,
アンジュ,F,481,collaboration,,立ち上がりしヤマトの皇女,5,20,4,Sl,collaboration,utaware_hakuoro,赤_ 千夏,みつみ美里,others,Princess,8250,7750,10250,9750,
クオン,F,482,collaboration,,決意せしトゥスクルの皇女,5,20,4,Pu,collaboration,utaware_hakuoro,種田 梨沙,甘露樹,others,Princess,8250,7750,10250,9750,
ウルゥル,M,318,collaboration,M319,献身する鎖の巫,5,20,4,Ma,collaboration,utaware_hakuoro,佐倉 綾音,みつみ美里,others,Kamunagi,8000,5500,10000,7500,献身する鎖の巫ウルゥル＆サラァナ
サラァナ,M,319,buddy,M318,（ウルゥルのバディ）,5,0,0,Ma,collaboration,utaware_hakuoro,佐倉 綾音,みつみ美里,others,Buddy,8000,5500,10000,7500,献身する鎖の巫ウルゥル＆サラァナ
,,,,,,,,,,,,,,,,,,,,
# 2200万DL記念レジェンドフェス（前編）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ラザフォード,F,483,first,,闇に在る者,5,20,4,Sl,event,legend,石田 彰,ケロケロ齋藤,guildtown,Assassin,9500,8500,11500,10500,
トレランシア,P,136,first,,聖域の樹人,5,20,4,He,event,legend,井口 裕香,ひと和,forest,Healer,8400,5600,10400,7600,
,,,,,,,,,,,,,,,,,,,,
# ソニックコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ソニック,F,484,collaboration,,超音速のハリネズミ,5,20,4,Pu,collaboration,sonic_movie,金丸 淳一,SONIC　TEAM,others,Hedgehog,8000,8000,10000,10000,
,,,,,,,,,,,,,,,,,,,,
# 2200万DL記念レジェンドフェス（後編）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
サプラス,F,485,demon,,溢れる滋養の魔神,5,20,4,Sl,event,legend,野中 藍,竜徹,demon,Demon,8500,10500,10500,12500,
カタリス,A,242,demon,,昂る冒涜の魔神,5,20,4,Ar,event,legend,佐倉 綾音,天野英,demon,Demon,8500,6000,10500,8000,
,,,,,,,,,,,,,,,,,,,,
# ドラマチックバディフェス（4/7）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ミシマ,F,486,first,F487,海炎の絆,5,20,4,Sl,event,festival,緑川 光,lack,volunteers,Combination,7600,7600,9600,9600,海炎の絆ミシマwithアマツ
アマツ,F,487,buddy,F486,（ミシマのバディ）,5,0,0,Sl,event,festival,中村 悠一,lack,volunteers,Buddy,6700,6800,8980,9160,海炎の絆ミシマwithアマツ
,,,,,,,,,,,,,,,,,,,,
# 宿命と未来,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アル,M,320,first,,生きていく探求者の少年,5,20,4,Sl,event,festival,緑川 光,ひと和,life,Detect,8200,6800,10200,8800,
ルマ,M,321,third,,成し遂げし少女,5,18,4,Ma,event,festival,渕上 舞,卵の黄身,life,Detect,7500,5500,9500,7500,
リニ,P,137,third,,夢多き少女,5,18,4,He,event,hunting,水橋 かおり,ネム,life,Accept,7500,5500,9500,7500,
ホパ,M,322,third,,虫愛づる少女,5,18,4,Ma,event,hunting,野中 藍,まるえ,life,Accept,7800,4700,9800,6700,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス4/22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ナロ,M,323,first,,破壊の先を求める少女,5,20,4,Ma,event,legend,野川 さくら,Nardack,life,Hermit,10300,6350,12300,8350,
シヴァーニ,M,324,first,,彩虹の大魔法使い,5,20,4,Ma,event,legend,今井 麻美,文太,chronicle,Magician,8700,6400,10700,8400,
,,,,,,,,,,,,,,,,,,,,
# ヒロイックフェス5/19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アグダラ,F,488,demon,,再臨せり剣戟の魔神,5,20,4,Sl,event,festival,内田 真礼,タイキ,demon,Demon,9000,8000,11000,10000,
,,,,,,,,,,,,,,,,,,,,
# アリーチェ編12章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ベルタ,M,325,third,,理知の天眼,5,18,4,Ma,event,festival,せき しほ,煎茶,academy,Student,7500,5000,9500,7000,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（5/30）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ローエンディア,K,236,first,,光耀の白百合,5,20,4,Sl,event,legend,内田 真礼,木志田コテツ,holytown,Paladin,8300,8600,10300,10600,
デューク,A,243,first,,商船“ブレイキング・ドーン”大船長,5,20,4,Gu,event,legend,井上 和彦,竜徹,dawnsea,Captain,9500,7500,11500,9500,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ賢者の塔編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ファティマ,M,326,first,,グランドサーガ〈賢者の塔〉,5,20,4,Ma,event,festival,小岩井 ことり,HACCAN,academy,Grands,12750,8250,14750,10250,
,,,,,,,,,,,,,,,,,,,,
# 魔神リブラビス戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
メラヒム,M,327,first,,三ツ星教授“世界の心の傾聴者”,5,20,4,Ma,event,festival,石田 彰,ネム,academy,Professor,8000,5500,10000,7500,
アイリーン,M,328,third,,留年生,5,18,4,Ma,event,festival,大坪 由佳,クロサワテツ,academy,Student,7250,6750,9250,8750,
リブラビス,P,138,demon_newgene,,秘匿の魔神,5,18,4,He,event,demon,楠田 亜衣奈,ネム,demon,Demon,7500,4500,9500,6500,
,,,,,,,,,,,,,,,,,,,,
# 新サクラ大戦 the Animation,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
天宮さくら,F,489,collaboration,,帝国華撃団・花組,5,20,4,Sl,collaboration,sakurawar_new,佐倉 綾音,SAKURA PROJECT/工藤昌史,others,Actress,8500,7500,10500,9500,
望月あざみ,F,490,collaboration,,帝国華撃団・花組,5,20,4,Pu,collaboration,sakurawar_new,山村 響,SAKURA PROJECT/工藤昌史,others,Actress,8250,7750,10250,9750,
神山誠十郎,F,491,collaboration,,帝国華撃団・花組 隊長,5,20,4,Sl,collaboration,sakurawar_new,阿座上 洋平,SAKURA PROJECT/工藤昌史,others,Commander,8000,8000,10000,10000,
東雲初穂,F,492,collaboration,,帝国華撃団・花組,5,20,4,Bl,collaboration,sakurawar_new,内田 真礼,SAKURA PROJECT/工藤昌史,others,Actress,7500,8500,9500,10500,
アナスタシア・パルマ,A,244,collaboration,,帝国華撃団・花組,5,20,4,Gu,collaboration,sakurawar_new,福原 綾香,SAKURA PROJECT/工藤昌史,others,Actress,8750,5250,10750,7250,
クラリス,M,329,collaboration,,帝国華撃団・花組,5,20,4,Ma,collaboration,sakurawar_new,早見 沙織,SAKURA PROJECT/工藤昌史,others,Actress,8500,5250,10500,7250,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ聖都編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ユリアナ,K,237,first,,グランドサーガ〈聖都〉,5,20,4,Sl,event,festival,小岩井 ことり,toi8,holytown,Grands,11000,13500,13000,15500,
,,,,,,,,,,,,,,,,,,,,
# ヘリオス編12章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フローリア,K,238,third,,聖騎士団長“聖楽の大奏者”,5,18,4,Pi,event,festival,東山 奈央,萩谷薫,holytown,Paladin,7700,7900,9700,9900,
,,,,,,,,,,,,,,,,,,,,
# 納涼、世直し、夏浴衣,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ルイーゼ,K,239,first,,浴衣の羽翼,5,20,4,Bl,event,festival,小岩井 ことり,toi8,holytown,Summergirl,7500,8000,9500,10000,
レミラ,K,240,first,,聖供の浴衣,5,20,4,Sl,event,festival,内田 彩,NPA,holytown,Summergirl,8000,7500,10000,9500,
リーニャ,K,241,first,,恩寵の浴衣,5,24,4,Sl,event,hunting,内田 真礼,ネム,forest,Summergirl,8000,8500,10000,10500,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ副都編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シルヴァ,F,493,first,,グランドサーガ〈副都〉,5,20,4,Sl,event,festival,小山 力也,HACCAN,guildtown,Grands,11500,13000,13500,15000,
,,,,,,,,,,,,,,,,,,,,
# 7周年記念ヒロイックフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ミョルン,F,494,first,,史上最愛の友,5,20,4,Bl,random,ring,内田 彩,村山竜大,chronicle,Friend,8700,8100,10700,10100,
テレサ,K,242,first,,純白の御剣,5,20,4,Sl,event,festival,佐倉 綾音,ワダアルコ,holytown,Anniversary,10000,8500,12000,10500,
,,,,,,,,,,,,,,,,,,,,
# 7周年記念レジェンドフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
テリリア,F,495,first,,喝采を分け合う者,5,20,4,Pu,event,legend,内田 彩,煎茶,beasts,Grappler,9350,8700,11350,10700,
ダスティ,F,496,first,,超熱血武器商人,5,20,4,Sl,event,legend,柳田 淳一,ネム,guildtown,Merchant,8600,7800,10600,9800,
,,,,,,,,,,,,,,,,,,,,
# 7周年記念聖女フェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リリス,K,243,first,,純白の聖女,5,20,4,He,event,festival,佐倉 綾音,ワダアルコ,holytown,Anniversary,8500,10000,10500,12000,
ヘリオス,F,497,third,,祝祭の勇者,5,18,4,Pu,event,festival,内山 昂輝,toi8,guildtown,Anniversary,7500,7500,9500,9500,
アマツ,F,498,third,,荒れ燃ゆる祝祭,5,18,4,Pu,event,festival,中村 悠一,黒葉.K,volcano,Anniversary,7460,7660,9460,9660,
アリーチェ,M,330,third,,祝祭の刻印者,5,18,4,Ma,event,festival,高木 友梨香,煎茶,academy,Anniversary,7440,6040,9440,8040,
,,,,,,,,,,,,,,,,,,,,
# 真夏の餓鬼っ娘エチゴ襲来,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リーア,F,499,first,,海を知る少女,5,20,4,Pi,event,festival,田村 ゆかり,天野英,criminal,SummerGirl,8200,7200,10200,9200,
ヘリシティー,M,331,first,,潮流の大魔導師,5,20,4,Ma,event,festival,井口 裕香,TNSK,dawnsea,Magician,8500,5500,10500,7500,
エチゴ,F,500,third,,真夏の餓鬼っ娘,5,18,4,Pi,event,demon,高木 友梨香,かわすみ,others,SummerGirl,7600,7400,9600,9400,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス（8/19）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エレメンガルト,K,244,first,,不殺の機械,5,20,4,Pi,event,legend,田村 ゆかり,Nidy-2D-,machine,Soldier,8500,9800,10500,11800,
アシュリー,A,245,first,,革新の弓士,5,20,4,Ar,event,legend,皆口 裕子,竜徹,guildtown,Ranger,8300,6300,10300,8300,
,,,,,,,,,,,,,,,,,,,,
# 思い出リサイクル,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
クルト,K,245,first,,夢追う発掘少年,5,20,4,Pu,event,festival,赤羽根 健治,lack,machine,Cyborg,7900,7900,9900,9900,
ビアンカ,P,139,first,,鉄煙の環境大臣,5,20,4,He,event,festival,皆口 裕子,天野英,machine,Minister,8000,5000,10000,7000,
,,,,,,,,,,,,,,,,,,,,
# 最終章・上,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
トロメア,M,332,third,,未来を紡ぐ白き糸,5,18,4,Ma,event,festival,三森 すずこ,toi8,guildtown,Chronicler,8000,5000,10000,7000,
,,,,,,,,,,,,,,,,,,,,
# 白と黒と願いと未来,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ガブリエラ,F,501,third,,戦士ギルド長の娘,5,18,4,Sl,event,festival,三森 すずこ,かわすみ,guildtown,Warrior,7500,7250,9500,9250,
シース,F,502,first,,カジノの拳華,5,20,4,Pu,event,festival,遠藤 綾,チェロキー,guildtown,Grappler,8300,7700,10300,9700,
パルヴィ,M,333,third,M334,シルクハットの大商店,5,18,4,Ma,event,hunting,井口 裕香,NPA,guildtown,Merchant,7500,5000,9500,7000,シルクハットの大商店パルヴィ＆タルヴィ
タルヴィ,M,334,buddy,M333,（パルヴィのバディ）,5,0,0,Ma,event,hunting,井口 裕香,NPA,guildtown,Buddy,6980,4840,8500,6000,シルクハットの大商店パルヴィ＆タルヴィ
,,,,,,,,,,,,,,,,,,,,
# グランドサーガリヴェラ編,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
リヴェラ,F,503,first,,グランドサーガ〈年代記の大陸〉,5,20,4,Sl,event,festival,水樹 奈々,toi8,chronicle,Grands,12500,12500,14500,14500,
,,,,,,,,,,,,,,,,,,,,
# レジェンドフェス9/29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
アメリー,F,504,first,,看守長“鍵の戦乙女”,5,20,4,Pi,event,legend,大坪 由佳,Nidy-2D-,criminal,Warden,9000,9000,11000,11000,
グール＝ヴール,A,246,first,,惑わぬ異形,5,20,4,Gu,event,legend,緑川 光,天野英,chronicle,Greature,8100,6600,10100,8600,
,,,,,,,,,,,,,,,,,,,,
# グランドサーガ迷宮山脈,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
オルガ,F,505,first,,グランドサーガ〈迷宮山脈〉,5,20,4,Bl,event,festival,佐倉 綾音,村山竜大,mountain,Grands,13500,12000,15500,14000,
,,,,,,,,,,,,,,,,,,,,
# ゴブリン王子と焔の王様,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ロロ,F,506,first,,焔の王様,5,20,4,Bl,event,festival,内田 真礼,村山竜大,mountain,King,7500,8000,9500,10000,
ドルマ,F,507,third,,西南西の族長,5,18,4,Bl,event,festival,皆口 裕子,NPA,mountain,Matriarch,7000,7500,9000,9500,
パポラ,P,140,first,,深雪の樹人,5,24,4,He,event,score,佐倉 綾音,村山竜大,mountain,Healer,8550,4550,10550,6550,
,,,,,,,,,,,,,,,,,,,,
# 異世界おじさんコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
おじさん,M,335,collaboration,,異世界,5,20,4,Sl,collaboration,ojisan,石田 彰,殆ど死んでいる,others,YouTuber,8000,8000,10000,10000,
